path,phase,required,owner,status,revision,sha256,consumes,evidence_ids,confidentiality,produced_by,verified_by,verification_id,verification_event_id,provenance_event_id,schema_id,schema_revision,semantic_type,na_policy_code,na_reason_code,verifier_registry_id,signing_key_id,updated_at,notes
01-novelty/independent-search-challenge.md,NOVELTY_AUDIT,true,root-integration-owner,DRAFT,1,d324a59578364ef3df5cb237eae33bd57e2573c5b9a4832f77dae115c81340b7,01-novelty/novelty-claim-specification.md|01-novelty/search-coverage.csv|01-novelty/evidence-ledger.csv,,UNRESOLVED,codex-root,,,,PROV-62fa9812649d,S4::01_novelty_independent_search_challenge_md,1,01_novelty_independent_search_challenge_md_document,CANONICAL_ARTIFACT_POLICY,,,,2026-08-28T20:05:43Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
01-novelty/novelty-matrix.csv,NOVELTY_AUDIT,true,root-integration-owner,DRAFT,2,f41ae48962849663580cd39a5d798561b92abda506e4f0f27a7d7ea0ace3e16e,01-novelty/evidence-ledger.csv|01-novelty/search-coverage.csv|01-novelty/independent-search-challenge.md,,UNRESOLVED,codex-root,,,,PROV-c197d1c04bd1,S4::01_novelty_novelty_matrix_csv,1,novelty_matrix,NOVELTY_MATRIX_REQUIRED,,,,2026-08-28T20:11:29Z,Schema-v4 normalized local draft; independent scientific and human gates remain open.
01-novelty/citation-audit.md,NOVELTY_AUDIT,true,root-integration-owner,DRAFT,1,76ef3cf7854b76c320ea7844f760a0a0a24920a45a0d1aaf636a61f7904d8bb9,01-novelty/evidence-ledger.csv|01-novelty/novelty-matrix.csv,,UNRESOLVED,codex-root,,,,PROV-0f8def564235,S4::01_novelty_citation_audit_md,1,01_novelty_citation_audit_md_document,CANONICAL_ARTIFACT_POLICY,,,,2026-08-28T20:05:43Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
01-novelty/causal-model.mmd,NOVELTY_AUDIT,true,root-integration-owner,DRAFT,1,f6e9583ca3a2c2efa6614af844610b1cd1d051701df040c5bbb0672990037bf1,01-novelty/problem-investigation.md,,UNRESOLVED,codex-root,,,,PROV-1eb8654128e2,S4::01_novelty_causal_model_mmd,1,01_novelty_causal_model_mmd_diagram,CANONICAL_ARTIFACT_POLICY,,,,2026-08-28T20:05:43Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
01-novelty/candidate-portfolio.md,NOVELTY_AUDIT,true,root-integration-owner,DRAFT,1,1e101cf56f53aab74f8bccb9bc1a69f9805a055a25a4aec329fcf2d29d515b75,01-novelty/novelty-matrix.csv|01-novelty/causal-model.mmd,,UNRESOLVED,codex-root,,,,PROV-37ff08bb491f,S4::01_novelty_candidate_portfolio_md,1,01_novelty_candidate_portfolio_md_document,CANONICAL_ARTIFACT_POLICY,,,,2026-08-28T20:05:44Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
02-feasibility/solution-viability-case.md,FEASIBILITY_GATE,true,root-integration-owner,DRAFT,1,a6eda26fee1587645663c39ab8b4de74d3b00ab223bc93fb89753e56200db4b8,01-novelty/novelty-matrix.csv|01-novelty/candidate-portfolio.md,,UNRESOLVED,codex-root,,,,PROV-c1523653d3f8,S4::02_feasibility_solution_viability_case_md,1,solution_viability_case,DOCUMENTED_EXCEPTION,,,,2026-08-28T20:05:44Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
02-feasibility/evidence-maturity-ladder.csv,FEASIBILITY_GATE,true,root-integration-owner,DRAFT,2,84a1e19e2ac3bcc4c430c8bab3d295c9bfe9c9eb6474afc8fb9f94eb609c4064,02-feasibility/solution-viability-case.md,,UNRESOLVED,codex-root,,,,PROV-4c5d1dfbe698,S4::02_feasibility_evidence_maturity_ladder_csv,1,evidence_maturity_ladder,DOCUMENTED_EXCEPTION,,,,2026-08-28T20:11:29Z,Schema-v4 normalized local draft; independent scientific and human gates remain open.
02-feasibility/feasibility-report.md,FEASIBILITY_GATE,true,root-integration-owner,DRAFT,1,3c724be2f93f6d83cb02e8dbb60000dd72c5465fc1a40e650b0f0979bd89b2fe,01-novelty/novelty-matrix.csv|01-novelty/candidate-portfolio.md|02-feasibility/solution-viability-case.md|02-feasibility/evidence-maturity-ladder.csv,,UNRESOLVED,codex-root,,,,PROV-bd60c9ecb815,S4::02_feasibility_feasibility_report_md,1,feasibility_report,FEASIBILITY_REQUIRED,,,,2026-08-28T20:05:44Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
02-feasibility/risk-register.csv,FEASIBILITY_GATE,true,root-integration-owner,DRAFT,1,79eb2ea613740e18be132e76e8a2f36d4f5d139d62092c31d7dd0f4406faa600,02-feasibility/feasibility-report.md,,UNRESOLVED,codex-root,,,,PROV-c4b2812793c5,S4::02_feasibility_risk_register_csv,1,risk_register,FEASIBILITY_REQUIRED,,,,2026-08-28T20:05:44Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
02-feasibility/progression-criteria.csv,FEASIBILITY_GATE,true,root-integration-owner,DRAFT,1,329c658d705e4ad1e095a28cb40b6b07cbe3ccaefd7d44410e4a3474771ea9d6,02-feasibility/feasibility-report.md|02-feasibility/risk-register.csv,,UNRESOLVED,codex-root,,,,PROV-f7f27a9487ba,S4::02_feasibility_progression_criteria_csv,1,progression_criteria,FEASIBILITY_REQUIRED,,,,2026-08-28T20:05:44Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
02-feasibility/pilot-plan.md,FEASIBILITY_GATE,false,root-integration-owner,DRAFT,1,69e4cc185c0d1ce327add65dd4c2fb2a6944deb424a557b7430259cb614fbef9,02-feasibility/feasibility-report.md|02-feasibility/progression-criteria.csv,,UNRESOLVED,codex-root,,,,PROV-e572056fb17f,S4::02_feasibility_pilot_plan_md,1,pilot_artifact,PILOT_REQUIRED_ONLY_AFTER_PILOT_FIRST,,,,2026-08-28T20:05:44Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
02-feasibility/pilot-results.md,FEASIBILITY_GATE,false,root-integration-owner,DRAFT,1,34dffdcfd872410ceee3974cb0a3a887f4991b5163744f8e41cfcde97d738989,02-feasibility/pilot-plan.md,,UNRESOLVED,codex-root,,,,PROV-356e97117b05,S4::02_feasibility_pilot_results_md,1,pilot_artifact,PILOT_REQUIRED_ONLY_AFTER_PILOT_FIRST,,,,2026-08-28T20:05:44Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
03-design/protocol.md,STUDY_DESIGN,true,root-integration-owner,DRAFT,1,5c925af429044ed91fea00abd4a59bb901a93690442def6bee0e3443988f3748,02-feasibility/feasibility-report.md|02-feasibility/progression-criteria.csv,,UNRESOLVED,codex-root,,,,PROV-df617e6b491e,S4::03_design_protocol_md,1,study_protocol,DESIGN_REQUIRED,,,,2026-08-28T20:05:44Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
03-design/analysis-plan.md,STUDY_DESIGN,true,root-integration-owner,DRAFT,1,821e8b5164d542e5aa7f5b329a0d4d6e42d6efec5b489f77792a6d28be44c802,03-design/protocol.md,,UNRESOLVED,codex-root,,,,PROV-b6a07db63bfa,S4::03_design_analysis_plan_md,1,analysis_plan,DESIGN_REQUIRED,,,,2026-08-28T20:05:44Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
03-design/power-or-precision.md,STUDY_DESIGN,true,root-integration-owner,DRAFT,1,7e36b6052de26d3032476edd210b6c94f557afcc034ab2fb8b95993f31a5614d,03-design/protocol.md|03-design/analysis-plan.md,,UNRESOLVED,codex-root,,,,PROV-980f599e5b55,S4::03_design_power_or_precision_md,1,power_precision,DESIGN_REQUIRED,,,,2026-08-28T20:05:44Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
03-design/preregistration-and-deviations.md,STUDY_DESIGN,true,root-integration-owner,DRAFT,1,ac3e66c656514cf35c956508dede822ca8a54b740ede84bf29b140fb946360f7,03-design/protocol.md|03-design/analysis-plan.md,,UNRESOLVED,codex-root,,,,PROV-b0d687dda33e,S4::03_design_preregistration_and_deviations_md,1,preregistration_deviations,DESIGN_REQUIRED,,,,2026-08-28T20:05:44Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
04-data/provenance-manifest.csv,AUTHORIZED_EXECUTION,true,root-integration-owner,DRAFT,1,057d4c28ce225d8977583df680470bb2db7ccaf08e6ec371bc477efc370ba89d,03-design/protocol.md|03-design/preregistration-and-deviations.md,,UNRESOLVED,codex-root,,,,PROV-b3be9f268a12,S4::04_data_provenance_manifest_csv,1,provenance_manifest,AUTHORIZATION_REQUIRED,,,,2026-08-28T20:05:44Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
04-data/evidence-status.csv,AUTHORIZED_EXECUTION,true,root-integration-owner,DRAFT,2,f9dca9aac6f946f719d6fd592484d1275845938b98dbd804a660097581c38e46,04-data/provenance-manifest.csv|03-design/protocol.md,,UNRESOLVED,codex-root,,,,PROV-c50bce1b0bc5,S4::04_data_evidence_status_csv,1,evidence_status,DOCUMENTED_EXCEPTION,,,,2026-08-28T20:11:29Z,Schema-v4 normalized local draft; independent scientific and human gates remain open.
05-analysis/results/exploratory-findings.csv,ANALYSIS,true,root-integration-owner,DRAFT,1,0fa10f10d6e81a61de104a25475e718c76ce2777cd8c81cda14bf8f6b79cda3f,04-data/provenance-manifest.csv,,UNRESOLVED,codex-root,,,,PROV-aaa7f391d4d6,S4::05_analysis_results_exploratory_findings_csv,1,exploratory_findings,ANALYSIS_REQUIRED,,,,2026-08-28T20:05:44Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
05-analysis/results/primary-results.csv,ANALYSIS,true,root-integration-owner,DRAFT,2,3ededd738444e87dca22792f52b4251176b445f8c789d521595b5e57e51d6b02,04-data/provenance-manifest.csv|04-data/evidence-status.csv|03-design/analysis-plan.md,,UNRESOLVED,codex-root,,,,PROV-8e2d5037b472,S4::05_analysis_results_primary_results_csv,1,primary_results,PRIMARY_RESULTS_REQUIRED,,,,2026-08-28T20:11:29Z,Schema-v4 normalized local draft; independent scientific and human gates remain open.
05-analysis/results/robustness-and-boundaries.csv,ANALYSIS,true,root-integration-owner,DRAFT,1,f2d635a02d591c3f856ea80f99cba9658b57309ae05a3f2ffc95dbec5abe877b,05-analysis/results/primary-results.csv,,UNRESOLVED,codex-root,,,,PROV-ab98f0096e1e,S4::05_analysis_results_robustness_and_boundaries_csv,1,robustness_boundaries,ANALYSIS_REQUIRED,,,,2026-08-28T20:05:45Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
05-analysis/results/negative-findings.csv,ANALYSIS,true,root-integration-owner,DRAFT,1,cb71a0b9352003e7e4ee620b5adbfc83476da0419d17f6b4795611b52a6ae866,05-analysis/results/primary-results.csv,,UNRESOLVED,codex-root,,,,PROV-4c6ef51846c9,S4::05_analysis_results_negative_findings_csv,1,negative_findings,ANALYSIS_REQUIRED,,,,2026-08-28T20:05:45Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
05-analysis/external-validation/protocol.md,ANALYSIS,true,root-integration-owner,DRAFT,1,6069d55a806118029423dfad9b79787307e2f97f1878aba3c4125280536db774,03-design/protocol.md|05-analysis/results/primary-results.csv,,UNRESOLVED,codex-root,,,,PROV-c171fde3911c,S4::05_analysis_external_validation_protocol_md,1,external_validation,EXTERNAL_VALIDATION_SCOPE,,,,2026-08-28T20:05:45Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
05-analysis/external-validation/results.csv,ANALYSIS,true,root-integration-owner,DRAFT,1,887c9e4cafeadda333bf39a27e3fc04348d05126ccde02ed44ae641deb55a4d5,05-analysis/external-validation/protocol.md|04-data/provenance-manifest.csv,,UNRESOLVED,codex-root,,,,PROV-a29bbc26087e,S4::05_analysis_external_validation_results_csv,1,external_validation,EXTERNAL_VALIDATION_SCOPE,,,,2026-08-28T20:05:45Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
05-analysis/external-validation/real-world-validation-report.md,ANALYSIS,true,root-integration-owner,DRAFT,1,1bc80b5f343996f47884d306f6e5d204e3e72fe097e89eb92d168587cbbf46b4,05-analysis/external-validation/results.csv|05-analysis/results/robustness-and-boundaries.csv,,UNRESOLVED,codex-root,,,,PROV-f57687821ce2,S4::05_analysis_external_validation_real_world_validation_report_md,1,external_validation,EXTERNAL_VALIDATION_SCOPE,,,,2026-08-28T20:05:45Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
05-analysis/external-validation/challenge.md,ANALYSIS,true,root-integration-owner,DRAFT,1,cf396f6318a8877430dd36651f28c3d5a4ea169d36b47fb2e2fdcb5f467d8e62,05-analysis/external-validation/real-world-validation-report.md,,UNRESOLVED,codex-root,,,,PROV-730f7e19e7ea,S4::05_analysis_external_validation_challenge_md,1,external_validation_challenge,EXTERNAL_VALIDATION_SCOPE,,,,2026-08-28T20:05:45Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
05-analysis/reproducibility-report.md,ANALYSIS,true,root-integration-owner,DRAFT,1,50e314663341833616616afeafc8ab86036f2a539c652e3d7786486e8e405914,03-design/analysis-plan.md|04-data/provenance-manifest.csv|05-analysis/results/exploratory-findings.csv|05-analysis/results/primary-results.csv|05-analysis/external-validation/challenge.md,,UNRESOLVED,codex-root,,,,PROV-7a84803915b6,S4::05_analysis_reproducibility_report_md,1,reproducibility_report,ANALYSIS_REQUIRED,,,,2026-08-28T20:05:45Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
06-visuals/tables/t2-proposed-vs-baselines.csv,ANALYSIS,true,root-integration-owner,DRAFT,1,2bef11441a2a5308e4036e2a49bd8c934dabe9facdab3945f1aa13d230b286bd,01-novelty/novelty-matrix.csv|05-analysis/results/primary-results.csv,,UNRESOLVED,codex-root,,,,PROV-d97a9adbf64c,S4::06_visuals_tables_t2_proposed_vs_baselines_csv,1,comparison_table,ANALYSIS_REQUIRED,,,,2026-08-28T20:05:45Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
06-visuals/tables/t3-data-or-conditions.csv,ANALYSIS,true,root-integration-owner,DRAFT,1,743780a9cb11898111d1668cf2f88a4194ffc402084445fc114281e13b39443b,04-data/provenance-manifest.csv,,UNRESOLVED,codex-root,,,,PROV-777e3f27d486,S4::06_visuals_tables_t3_data_or_conditions_csv,1,data_conditions_table,ANALYSIS_REQUIRED,,,,2026-08-28T20:05:45Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
06-visuals/tables/t5-ablation-or-mechanism.csv,ANALYSIS,false,root-integration-owner,DRAFT,1,ad871542ac8e690f7963f1e9d436a3f110d9bf98a4810ca5fe8d1dd110d7aa39,05-analysis/results/primary-results.csv,,UNRESOLVED,codex-root,,,,PROV-6bbbb05a9fcb,S4::06_visuals_tables_t5_ablation_or_mechanism_csv,1,ablation_table,DOCUMENTED_EXCEPTION,,,,2026-08-28T20:05:45Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
06-visuals/tables/t7-real-world-feasibility.csv,ANALYSIS,true,root-integration-owner,DRAFT,1,8e5289225ba9fc4c8e0c01bb0b6928f9d4951e253742f719860d5446b17552bb,02-feasibility/feasibility-report.md|05-analysis/results/primary-results.csv|05-analysis/external-validation/real-world-validation-report.md,,UNRESOLVED,codex-root,,,,PROV-af9dffa4dba1,S4::06_visuals_tables_t7_real_world_feasibility_csv,1,real_world_feasibility_table,ANALYSIS_REQUIRED,,,,2026-08-28T20:05:45Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
06-visuals/visual-ledger.csv,MANUSCRIPT,true,root-integration-owner,DRAFT,1,78fa50713ca471297717e1d80e48671908312a2c32c292dba9dfeb7b3bd83bb2,05-analysis/results/primary-results.csv,,UNRESOLVED,codex-root,,,,PROV-38ec4960bd94,S4::06_visuals_visual_ledger_csv,1,visual_ledger,MANUSCRIPT_REQUIRED,,,,2026-08-28T20:05:45Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
06-visuals/figures/figure-manifest.csv,MANUSCRIPT,true,root-integration-owner,DRAFT,1,f737938a708ad1da44c97180ca48231a909af18aea6c7b67b26fd46e41be70bd,05-analysis/results/primary-results.csv|06-visuals/visual-ledger.csv,,UNRESOLVED,codex-root,,,,PROV-a2d2d071d160,S4::06_visuals_figures_figure_manifest_csv,1,figure_manifest,MANUSCRIPT_REQUIRED,,,,2026-08-28T20:05:45Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
06-visuals/diagrams/architecture.mmd,MANUSCRIPT,true,root-integration-owner,DRAFT,1,78142d55c6923e54157c34604eadeffa1ad927e874e8f08edf2c8fe73a3fed67,01-novelty/causal-model.mmd|03-design/protocol.md,,UNRESOLVED,codex-root,,,,PROV-4c10e71e808c,S4::06_visuals_diagrams_architecture_mmd,1,architecture_diagram,MANUSCRIPT_REQUIRED,,,,2026-08-28T20:05:45Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
06-visuals/diagrams/workflow.mmd,MANUSCRIPT,true,root-integration-owner,DRAFT,1,2caed0f948db384a4e2e9882a493e93ec631e882615e5e7cb1a5a1373ccd9c85,03-design/protocol.md|04-data/provenance-manifest.csv,,UNRESOLVED,codex-root,,,,PROV-9dba1c7bf2d1,S4::06_visuals_diagrams_workflow_mmd,1,workflow_diagram,MANUSCRIPT_REQUIRED,,,,2026-08-28T20:05:46Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
06-visuals/schematics/conceptual-schematic-source.md,MANUSCRIPT,false,root-integration-owner,DRAFT,1,36bff77fd8af3dfbde9cba7c2ad72646622f4ebe6f953a4faa1053e171248c48,01-novelty/causal-model.mmd,,UNRESOLVED,codex-root,,,,PROV-b01746938289,S4::06_visuals_schematics_conceptual_schematic_source_md,1,conceptual_schematic,DOCUMENTED_EXCEPTION,,,,2026-08-28T20:05:46Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
06-visuals/images/image-provenance.csv,MANUSCRIPT,false,root-integration-owner,DRAFT,1,67aad4e827f88b89f4573e8a5db394e5d2410ad4588167ee49a838f20005a1f0,06-visuals/visual-ledger.csv,,UNRESOLVED,codex-root,,,,PROV-e9344492a207,S4::06_visuals_images_image_provenance_csv,1,image_provenance,NO_IMAGES_NO_PROVENANCE,,,,2026-08-28T20:05:46Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
07-manuscript/manuscript.md,MANUSCRIPT,true,root-integration-owner,DRAFT,1,5b2ecfcde43b280036ad2a7af006cf89a1ca87229f23623b2185addad27c34ed,01-novelty/novelty-matrix.csv|03-design/protocol.md|05-analysis/results/primary-results.csv,,UNRESOLVED,codex-root,,,,PROV-6a889697a06c,S4::07_manuscript_manuscript_md,1,manuscript,MANUSCRIPT_REQUIRED,,,,2026-08-28T20:05:46Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
07-manuscript/claim-evidence-matrix.csv,MANUSCRIPT,true,root-integration-owner,DRAFT,2,c63b0ee126e9901980ae73f9f93b64019980d727049bd37f510477ca644e156d,01-novelty/evidence-ledger.csv|05-analysis/results/primary-results.csv|07-manuscript/manuscript.md,,UNRESOLVED,codex-root,,,,PROV-2bd40fdf007b,S4::07_manuscript_claim_evidence_matrix_csv,1,claim_evidence_matrix,CLAIM_LINK_REQUIRED,,,,2026-08-28T20:11:29Z,Schema-v4 normalized local draft; independent scientific and human gates remain open.
07-manuscript/source-manifest.json,MANUSCRIPT,true,root-integration-owner,DRAFT,3,1481d787eb82be51d28e7be3abdbc810e452a366885e4ae914f77d80205936b8,01-novelty/evidence-ledger.csv|07-manuscript/manuscript.md,,UNRESOLVED,codex-root,,,,PROV-1e9f04f00e28,S4::07_manuscript_source_manifest_json,1,source_manifest,MANUSCRIPT_REQUIRED,,,,2026-08-28T20:12:56Z,Final local replay revision; independent/human finality remains open.
08-validation/reviews/editor.md,ADVERSARIAL_QA,true,root-integration-owner,DRAFT,1,3a4a1d85df06a3336fbd6d2e470e23efa48eb3e65ad4688d2e6b7d5d5ba21399,07-manuscript/manuscript.md|07-manuscript/claim-evidence-matrix.csv,,UNRESOLVED,codex-root,,,,PROV-6032e8158f35,S4::08_validation_reviews_editor_md,1,editor_review,ADVERSARIAL_QA_REQUIRED,,,,2026-08-28T20:05:46Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
08-validation/reviews/novelty-domain.md,ADVERSARIAL_QA,true,root-integration-owner,DRAFT,1,65903de83d5faa4e3b182d1d4df1a313f10040cd4f38564524969799e7caba1e,01-novelty/novelty-matrix.csv|07-manuscript/manuscript.md,,UNRESOLVED,codex-root,,,,PROV-bcea77f13560,S4::08_validation_reviews_novelty_domain_md,1,novelty_domain_review,ADVERSARIAL_QA_REQUIRED,,,,2026-08-28T20:05:46Z,Locally produced draft; independent or accountable-human verification remains governed by the phase gates.
